index,Unnamed: 0,nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price
438,16,ALIANZA POPULAR REVOLUCIONARIA ORIENTE (U HAB),4000,4712.131928,19.31410109,-99.11691476,Coyoacán,CDMX,32,1,678.875
439,17,CAMPESTRE COYOACAN (FRACC),4000,3180.909364,19.30872223,-99.11710682,Coyoacán,CDMX,36,1,627.7777777777778
440,18,CTM VI CULHUACAN (U HAB),4000,3273.75,19.32351469,-99.11756731,Coyoacán,CDMX,22,0,398.09090909090907
441,19,DEL CARMEN,4000,5502.548512,19.35457535,-99.1612987,Coyoacán,CDMX,343,0,1264.0932944606413
442,20,EL RELOJ,4000,3074.071993,19.3179868,-99.14140814,Coyoacán,CDMX,39,0,600.7179487179487
443,21,EL ROSEDAL I,4000,3774.186098,19.34139993,-99.15123763,Coyoacán,CDMX,114,1,757.3859649122807
444,22,IMAN 580 (U HAB),4000,5112.97,19.31020916,-99.17172696,Coyoacán,CDMX,39,0,767.5897435897435
445,23,INFONAVIT CULHUACAN ZONA 3 (U HAB),4000,3273.75,19.32793937,-99.11871006,Coyoacán,CDMX,21,0,420.14285714285717
446,24,LA CONCEPCION (BARR),4000,5046.586329,19.34646601,-99.15785013,Coyoacán,CDMX,324,0,1322.3271604938273
447,25,OLIMPICA,4000,3785.99553,19.30407342,-99.16999198,Coyoacán,CDMX,91,0,874.5934065934066
448,26,OXTOPULCO UNIVERSIDAD,4000,8298.550498,19.34118117,-99.18301045,Coyoacán,CDMX,126,0,1018.531746031746
449,27,PARQUE SAN ANDRES,4000,5661.488555,19.34594948,-99.14862971,Coyoacán,CDMX,165,2,983.260606060606
450,28,SAN LUCAS (BARR),4000,3535.228769,19.34763515,-99.1532054,Coyoacán,CDMX,246,1,1065.0731707317073
451,29,VILLA COYOACAN,4000,5180.327238,19.34696677,-99.1631132,Coyoacán,CDMX,337,0,1349.7715133531158
452,30,VILLA QUIETUD (FRACC),4000,3274.019389,19.30301949,-99.10610879,Coyoacán,CDMX,17,0,549.5294117647059
453,31,VILLAS DEL PEDREGAL (U HAB),4000,5112.97,19.30463507,-99.17472903,Coyoacán,CDMX,71,0,829.7323943661971
454,32,SANTA CATARINA (BARR),4010,5570.656725,19.34821336,-99.17260928,Coyoacán,CDMX,170,0,1223.2941176470588
455,33,CAFETALES II (RDCIAL),4039,3782.017175,19.30778544,-99.10637409,Coyoacán,CDMX,13,0,585.9230769230769
456,34,MONTE DE PIEDAD,4040,4778.374589,19.34373798,-99.17334348,Coyoacán,CDMX,161,1,999.7391304347826
457,35,ROMERO DE TERREROS (FRACC),4040,5336.036999,19.34163469,-99.17620483,Coyoacán,CDMX,161,1,873.4658385093168
458,36,LOS CIPRESES,4100,3949.843838,19.31958916,-99.12902007,Coyoacán,CDMX,25,0,1101.4
459,37,PEDREGAL DEL MAUREL,4100,5112.97,19.30879177,-99.17475808,Coyoacán,CDMX,54,0,847.1481481481482
460,38,HERMOSILLO,4200,3543.373069,19.34689319,-99.12790507,Coyoacán,CDMX,61,0,706.2131147540983
461,39,SANTA MARTHA DEL SUR,4200,3354.52,19.34210156,-99.13060124,Coyoacán,CDMX,75,1,660.9866666666667
462,40,COUNTRY CLUB,4210,5536.712398,19.35132108,-99.14306305,Coyoacán,CDMX,109,0,701.816513761468
463,41,ALIANZA POPULAR REVOLUCIONARIA PONIENTE (U HAB),4220,4844.432723,19.31439172,-99.12179324,Coyoacán,CDMX,27,1,501.3703703703704
464,42,CTM IX CULHUACAN 32-33 (U HAB),4220,3764.91,19.30946391,-99.10264491,Coyoacán,CDMX,2,0,294.5
465,43,EX HACIENDA COAPA,4220,5029.991862,19.30945259,-99.13539473,Coyoacán,CDMX,32,1,611.9375
466,44,LOS GIRASOLES II,4220,4869.076502,19.30541019,-99.12362833,Coyoacán,CDMX,37,1,642.7837837837837
467,45,PRADO CHURUBUSCO,4230,3100.548598,19.35484197,-99.12638229,Coyoacán,CDMX,31,0,852.3870967741935
468,46,EX EJIDO DE CHURUBUSCO,4250,6954.33,19.34001459,-99.13029,Coyoacán,CDMX,75,1,685.8533333333334
469,47,PASEOS DE TAXQUEA I,4250,5587.918783,19.34850287,-99.12352009,Coyoacán,CDMX,53,0,725.0754716981132
470,48,PASEOS DE TAXQUEA II,4250,5444.474545,19.3432987,-99.1249931,Coyoacán,CDMX,64,1,773.109375
471,49,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),4260,2764.75953,19.33467244,-99.12570523,Coyoacán,CDMX,44,0,646.0227272727273
472,50,CANAL NACIONAL 260 (U HAB),4260,2666.28,19.32664545,-99.10713239,Coyoacán,CDMX,7,0,912.1428571428571
473,51,EX EJIDO SAN FRANCISCO CULHUACAN I,4260,2593.33,19.33169383,-99.12928225,Coyoacán,CDMX,58,0,684.1724137931035
474,52,EX EJIDO SAN FRANCISCO CULHUACAN II,4260,3008.181508,19.33106077,-99.12626325,Coyoacán,CDMX,45,0,652.6888888888889
475,53,EX EJIDO SAN FRANCISCO CULHUACAN III,4260,2864.681111,19.33067581,-99.12219984,Coyoacán,CDMX,26,0,678.0769230769231
476,54,LA MAGDALENA CULHUACAN (BARR),4260,4601.93244,19.3422082,-99.119333,Coyoacán,CDMX,27,0,705.2222222222222
477,55,LA VIRGEN 1170 (U HAB),4260,2666.28,19.32378239,-99.10424211,Coyoacán,CDMX,7,0,890.7142857142857
478,56,PRESIDENTES EJIDALES PRIMERA SECCION,4260,2593.33,19.32681869,-99.12799597,Coyoacán,CDMX,26,0,988.9615384615385
479,57,SAN FRANCISCO CULHUACAN (PBLO),4260,3583.975309,19.33528248,-99.11926237,Coyoacán,CDMX,20,0,724.75
480,58,AJUSCO HUAYAMILPAS,4300,1467.791616,19.32253483,-99.15157497,Coyoacán,CDMX,15,0,661.1333333333333
481,59,AJUSCO I,4300,1440.621972,19.32452379,-99.15570047,Coyoacán,CDMX,17,0,620.2352941176471
482,60,AJUSCO II,4300,1435.46,19.32017441,-99.16138304,Coyoacán,CDMX,15,0,635.1333333333333
483,61,AJUSCO III,4300,1451.655541,19.31458183,-99.16459789,Coyoacán,CDMX,22,0,874.9545454545455
484,62,AMPLIACION CANDELARIA,4300,1969.367369,19.32835287,-99.14945867,Coyoacán,CDMX,32,0,549.71875
485,63,DE LA CANDELARIA (PBLO),4300,1528.864591,19.33143151,-99.14787196,Coyoacán,CDMX,42,0,598.0714285714286
486,64,EL ROSEDAL II,4300,2799.007605,19.33869206,-99.15011311,Coyoacán,CDMX,77,1,761.7662337662338
487,65,NUEVA DIAZ ORDAZ,4300,1492.17,19.32540574,-99.14734028,Coyoacán,CDMX,32,0,636.59375
488,66,PEDREGAL DE SANTA URSULA IV,4300,1435.46,19.31350861,-99.15657709,Coyoacán,CDMX,13,1,1507.076923076923
489,67,PEDREGAL DE STO DOMINGO III,4300,1339.982471,19.33124301,-99.16429578,Coyoacán,CDMX,25,0,483.24
490,68,PEDREGAL DE STO DOMINGO VI,4300,1304.97,19.32364712,-99.16526348,Coyoacán,CDMX,14,0,482.64285714285717
491,69,SAN PABLO TEPETLAPA (PBLO),4300,3185.950539,19.32375798,-99.14217405,Coyoacán,CDMX,40,0,594.475
492,70,PEDREGAL DE STO DOMINGO IV,4309,1304.97,19.32873374,-99.16671298,Coyoacán,CDMX,16,0,404.1875
493,71,COPILCO UNIVERSIDAD,4310,6069.389482,19.3362613,-99.18025302,Coyoacán,CDMX,125,0,837.68
494,72,ROMERO DE TERREROS,4310,4104.836797,19.34181004,-99.17023199,Coyoacán,CDMX,154,1,848.7532467532468
495,73,ROMERO DE TERREROS (COND),4310,9185.15,19.34448595,-99.18044128,Coyoacán,CDMX,97,2,1165.1649484536083
496,74,CENTRO URBANO TLALPAN (U HAB),4317,4118.344629,19.33867109,-99.14203701,Coyoacán,CDMX,43,0,612.9767441860465
497,75,COPILCO EL BAJO,4318,6607.144727,19.33907721,-99.18588019,Coyoacán,CDMX,109,2,1108.5504587155963
498,76,CUADRANTE DE SAN FRANCISCO,4320,3513.224221,19.34265685,-99.16366835,Coyoacán,CDMX,260,1,1209.9153846153847
499,77,PEDREGAL DE SAN FRANCISCO (FRACC),4320,4708.87125,19.33875164,-99.1657591,Coyoacán,CDMX,114,2,689.4298245614035
500,78,ADOLFO RUIZ CORTINES II,4330,1304.97,19.31778764,-99.15489952,Coyoacán,CDMX,16,0,977.375
501,79,DEL NIO JESUS (BARR),4330,3128.122622,19.34043235,-99.1589628,Coyoacán,CDMX,152,1,1172.967105263158
502,80,LOS REYES (PBLO),4330,3018.179602,19.33593084,-99.15588151,Coyoacán,CDMX,77,1,736.8831168831168
503,81,PEDREGAL DE STO DOMINGO I,4336,1551.420984,19.33472414,-99.17057181,Coyoacán,CDMX,79,1,531.1645569620254
504,82,CIUDAD JARDIN,4347,2919.591062,19.3351061,-99.14419461,Coyoacán,CDMX,56,0,537.8571428571429
505,83,ALTILLO (COND ALTILLO ACASULCO),4350,9185.15,19.34175893,-99.18117854,Coyoacán,CDMX,127,0,1007.6929133858267
506,84,ALTILLO (COND ALTILLO UNIVERSIDAD),4350,7858.128654,19.34077991,-99.180647,Coyoacán,CDMX,130,0,948.2538461538461
507,85,INTEGRACION LATINOAMERICANA (U HAB),4350,5723.438994,19.33814638,-99.17874115,Coyoacán,CDMX,142,0,831.6197183098592
508,86,COPILCO EL ALTO,4360,3454.277252,19.33140075,-99.17544915,Coyoacán,CDMX,62,0,497.7741935483871
509,87,LA CANTERA (U HAB),4360,3990.633211,19.33400081,-99.17457714,Coyoacán,CDMX,78,0,518.9487179487179
510,88,PEDREGAL DE STO DOMINGO IX,4360,1304.97,19.32940983,-99.17161947,Coyoacán,CDMX,35,0,482.42857142857144
511,89,PEDREGAL DE STO DOMINGO V,4360,1304.97,19.32558425,-99.16681603,Coyoacán,CDMX,12,0,413.9166666666667
512,90,PEDREGAL DE STO DOMINGO VIII,4360,1304.97,19.32318342,-99.17167773,Coyoacán,CDMX,8,0,457.5
513,91,VILLA PANAMERICANA 1ERA. SECCIN (U HAB),4360,5112.97,19.3049739,-99.17840978,Coyoacán,CDMX,60,0,862.1833333333333
514,92,VILLA PANAMERICANA 2DA. SECCIN (U HAB),4360,5112.97,19.30642085,-99.17628901,Coyoacán,CDMX,64,0,833.0
515,93,ADOLFO RUIZ CORTINES I,4369,1433.814164,19.32098279,-99.14739935,Coyoacán,CDMX,21,0,572.2380952380952
516,94,PEDREGAL DE STO DOMINGO II,4369,1536.389726,19.33359709,-99.16160603,Coyoacán,CDMX,36,0,785.0833333333334
517,95,PEDREGAL DE STO DOMINGO VII,4369,1340.926688,19.3188122,-99.16942657,Coyoacán,CDMX,14,0,528.0
518,96,ATLANTIDA,4370,4275.450333,19.34070896,-99.14680809,Coyoacán,CDMX,75,1,734.12
519,97,RANCHO EL ROSARIO,4380,2528.18,19.32729578,-99.14309319,Coyoacán,CDMX,36,0,590.75
520,98,EDUCACION,4400,2669.005141,19.33613067,-99.13335748,Coyoacán,CDMX,64,1,647.015625
521,99,EL CENTINELA,4400,3079.773343,19.33571128,-99.13956863,Coyoacán,CDMX,54,0,576.3333333333334
522,100,PETROLERA TAXQUEA,4400,2858.206356,19.33843151,-99.13267885,Coyoacán,CDMX,66,1,645.3484848484849
523,101,CROC CULHUACAN SECC 6 (U HAB),4430,3273.75,19.32749611,-99.12158169,Coyoacán,CDMX,21,0,484.42857142857144
524,102,CTM IX CULHUACAN ZONA 29-30 (U HAB),4430,3715.290047,19.31301946,-99.1024081,Coyoacán,CDMX,5,0,277.8
525,103,INFONAVIT CULHUACAN ZONA 1 (U HAB),4430,3273.75,19.33201119,-99.11938363,Coyoacán,CDMX,22,0,627.6818181818181
526,104,CTM IXA CULHUACAN (U HAB),4440,3764.91,19.31115485,-99.10595234,Coyoacán,CDMX,12,0,592.0
527,105,CTM V CULHUACAN (U HAB),4440,3272.540503,19.331108,-99.1158062,Coyoacán,CDMX,9,0,332.22222222222223
528,106,CTM VII CULHUACAN (U HAB),4440,3272.7761,19.32531259,-99.1104125,Coyoacán,CDMX,16,0,552.6875
529,107,CTM VIII CULHUACAN (U HAB),4440,3273.90225,19.31636606,-99.10391292,Coyoacán,CDMX,9,0,736.0
530,108,AVANTE,4460,2992.105131,19.32845464,-99.13475483,Coyoacán,CDMX,49,0,736.3877551020408
531,109,PILOTO CULHUACAN (U HAB),4460,3273.75,19.32236547,-99.1118362,Coyoacán,CDMX,17,0,567.7647058823529
532,110,CTM X CULHUACAN (U HAB),4480,4103.760838,19.30792835,-99.11043494,Coyoacán,CDMX,29,0,665.9655172413793
533,111,IMAN,4530,5112.97,19.30782753,-99.16653915,Coyoacán,CDMX,84,0,991.5833333333334
534,112,PEDREGAL DE LA ZORRA,4600,2753.52,19.30635445,-99.16006718,Coyoacán,CDMX,60,1,1108.7833333333333
535,113,PEDREGAL DE SANTA URSULA I,4600,1556.659969,19.31452475,-99.14810128,Coyoacán,CDMX,27,0,665.5555555555555
536,114,PEDREGAL DE SANTA URSULA II,4600,1435.46,19.30838063,-99.15033709,Coyoacán,CDMX,37,0,532.2162162162163
537,115,PEDREGAL DE SANTA URSULA III,4600,1435.46,19.30939556,-99.15675611,Coyoacán,CDMX,39,1,973.2564102564103
538,116,XOTEPINGO,4610,3763.070411,19.32798748,-99.14063911,Coyoacán,CDMX,43,0,587.6046511627907
539,117,LAS TROJES COAPA (U HAB),4650,3169.78,19.30797273,-99.13908734,Coyoacán,CDMX,38,1,601.8684210526316
540,118,SANTA URSULA COYOACAN,4650,3966.915489,19.30373716,-99.17246613,Coyoacán,CDMX,66,0,823.3030303030303
541,119,JOYAS DEL PEDREGAL (FRACC),4660,4054.03,19.30555088,-99.15794805,Coyoacán,CDMX,67,4,1003.0298507462686
542,120,CENTRO URBANO (U HAB),4700,5112.97,19.30687418,-99.17433364,Coyoacán,CDMX,60,0,850.4833333333333
543,121,VILLA PANAMERICANA 3ERA. SECCIN (U HAB),4700,5112.97,19.30768187,-99.17213921,Coyoacán,CDMX,57,0,792.0
544,122,VILLA PANAMERICANA 4TA. SECCIN (U HAB),4700,5112.97,19.3070104,-99.16940591,Coyoacán,CDMX,85,0,910.7294117647059
545,123,VILLA PANAMERICANA 5TA. SECCIN (U HAB),4700,5112.97,19.30899324,-99.16832673,Coyoacán,CDMX,71,0,896.4929577464789
546,124,VILLA PANAMERICANA 6TA. SECCIN (U HAB),4700,5112.97,19.31106294,-99.16975358,Coyoacán,CDMX,36,0,776.6388888888889
547,125,VILLA PANAMERICANA 7MA. SECCIN (U HAB),4700,5112.97,19.30392025,-99.16727237,Coyoacán,CDMX,90,0,840.3777777777777
548,126,VISTAS DEL MAUREL (U HAB),4700,3946.77,19.30528376,-99.17338819,Coyoacán,CDMX,64,0,776.34375
549,127,CANTIL DEL PEDREGAL,4730,2953.56,19.30048793,-99.15736358,Coyoacán,CDMX,49,3,755.1224489795918
550,128,MEDIA LUNA,4737,2953.56,19.30196373,-99.16032783,Coyoacán,CDMX,80,3,927.6125
551,129,EL CARACOL,4739,4268.102549,19.30425439,-99.16350913,Coyoacán,CDMX,80,3,958.7125
552,130,LOS CEDROS (FRACC),4800,3123.51,19.31374525,-99.11298204,Coyoacán,CDMX,30,0,659.4333333333333
553,131,EMILIANO ZAPATA (U HAB),4810,1853.75,19.31751083,-99.11023891,Coyoacán,CDMX,12,0,945.5833333333334
554,132,JARDINES DE COYOACAN (FRACC),4810,4442.118908,19.31399057,-99.12694142,Coyoacán,CDMX,25,0,748.16
555,133,PRADOS DE COYOACAN,4810,2798.592074,19.318219,-99.13184475,Coyoacán,CDMX,29,0,944.3448275862069
556,134,EMILIANO ZAPATA,4815,3761.989901,19.3266326,-99.13793632,Coyoacán,CDMX,40,0,706.2
557,135,CARMEN SERDAN,4850,3273.75,19.31976097,-99.10834572,Coyoacán,CDMX,12,0,644.5
558,136,LAS CABAAS,4850,4373.05,19.31106677,-99.12743645,Coyoacán,CDMX,28,0,722.1428571428571
559,137,EL VERGEL DE COYOACAN ( INFONAVIT EL HUESO) (U HAB),4859,4323.3,19.30733156,-99.13653432,Coyoacán,CDMX,41,1,568.5365853658536
560,138,ESPARTACO,4870,2820.79201,19.3176632,-99.13530923,Coyoacán,CDMX,35,0,795.5428571428571
561,139,LOS ROBLES (FRACC),4870,2503.45,19.31509008,-99.13323944,Coyoacán,CDMX,29,0,678.3103448275862
562,140,LAS CAMPANAS,4890,3275.892927,19.3080377,-99.11993716,Coyoacán,CDMX,42,1,682.6904761904761
563,141,LOS OLIVOS (U HAB),4890,5970.23,19.31257104,-99.13426627,Coyoacán,CDMX,29,1,737.1379310344828
564,142,EL PARQUE DE COYOACAN (FRACC),4899,4421.715666,19.31101348,-99.1310007,Coyoacán,CDMX,27,0,644.925925925926
565,143,CANAL NACIONAL (U HAB),4909,3764.91,19.30856854,-99.10076225,Coyoacán,CDMX,3,0,296.3333333333333
566,144,STUNAM CULHUACAN (U HAB),4909,3273.75,19.32100016,-99.10311434,Coyoacán,CDMX,8,0,810.625
567,145,CAFETALES I (RDCIAL),4918,3814.501342,19.31303889,-99.10964201,Coyoacán,CDMX,20,0,547.15
568,146,LOS GIRASOLES I,4920,4574.596168,19.30512227,-99.12176306,Coyoacán,CDMX,41,3,761.439024390244
569,147,LOS GIRASOLES III,4920,4468.473388,19.3079899,-99.12586933,Coyoacán,CDMX,30,1,504.76666666666665
570,148,SANTA CECILIA,4930,3152.208285,19.30708776,-99.11402592,Coyoacán,CDMX,30,0,687.4
571,149,LOS SAUCES (FRACC),4940,3227.097143,19.30390683,-99.11648843,Coyoacán,CDMX,48,2,706.0416666666666
572,150,EL MIRADOR,4950,4344.85388,19.30222899,-99.10872701,Coyoacán,CDMX,22,0,654.4545454545455
573,151,HACIENDAS DE COYOACAN (FRACC),4970,3356.300318,19.30306847,-99.11220654,Coyoacán,CDMX,39,0,693.2564102564103
574,152,VIEJO EJIDO SANTA URSULA COAPA,4980,2113.51194,19.30475503,-99.14043567,Coyoacán,CDMX,52,3,685.8653846153846
575,0,LAS TINAJAS,5370,11771.848,19.35697515,-99.28070791,Cuajimalpa,CDMX,144,10,1557.5208333333333
576,1,AMADO NERVO,5000,2183.41,19.36830231,-99.29520154,Cuajimalpa,CDMX,35,0,1186.6857142857143
577,2,BOSQUES DE LAS LOMAS,5000,5798.997818,19.38684789,-99.25766081,Cuajimalpa,CDMX,36,1,1683.0833333333333
578,3,EL CONTADERO,5000,2485.805564,19.34875418,-99.2960624,Cuajimalpa,CDMX,57,0,1342.842105263158
579,4,EL MOLINO,5000,2955.958295,19.36569044,-99.28247036,Cuajimalpa,CDMX,87,11,1306.83908045977
580,5,JARDINES DE LA PALMA (HUIZACHITO),5000,2622.922119,19.37036912,-99.28033965,Cuajimalpa,CDMX,45,1,958.0222222222222
581,6,LOMAS DEL CHAMIZAL,5000,3851.097397,19.38956049,-99.26258932,Cuajimalpa,CDMX,11,1,1477.0
582,7,SAN JOSE DE LOS CEDROS II,5000,2225.319016,19.36672265,-99.28756828,Cuajimalpa,CDMX,70,0,1162.4571428571428
583,8,TEPETONGO,5000,2715.99785,19.37152603,-99.29181542,Cuajimalpa,CDMX,30,0,1331.0
584,9,ZENTLAPATL,5010,1149.962215,19.3540501,-99.30778398,Cuajimalpa,CDMX,6,0,1141.6666666666667
585,10,LOMA DEL PADRE,5020,1116.347146,19.3463386,-99.31102172,Cuajimalpa,CDMX,5,0,1490.0
586,11,SAN PEDRO CUAJIMALPA (PBLO),5030,2411.207932,19.35656245,-99.29741497,Cuajimalpa,CDMX,44,0,1278.2272727272727
587,12,AHUATENCO,5039,1958.330881,19.36447758,-99.3011631,Cuajimalpa,CDMX,19,0,766.2631578947369
588,13,SAN PABLO CHIMALPA (PBLO),5050,1034.514,19.35302772,-99.31769488,Cuajimalpa,CDMX,0,0,
589,14,EBANO (U HAB),5100,1999.032243,19.37427309,-99.28862162,Cuajimalpa,CDMX,28,0,1428.2142857142858
590,15,LOMAS DE VISTA HERMOSA,5100,3158.367745,19.38034734,-99.27297753,Cuajimalpa,CDMX,10,0,1849.2
591,16,PALO ALTO (GRANJAS),5118,4332.982923,19.38435145,-99.25377594,Cuajimalpa,CDMX,84,0,1610.892857142857
592,17,SAN JOSE DE LOS CEDROS I,5200,1781.35,19.36765438,-99.28990631,Cuajimalpa,CDMX,60,0,1346.9
593,18,NAVIDAD (GRANJAS DE NAVIDAD),5219,2290.399354,19.37353757,-99.28507038,Cuajimalpa,CDMX,27,1,1010.8148148148148
594,19,LA RETAMA,5230,2014.27,19.37507377,-99.2890657,Cuajimalpa,CDMX,21,0,1428.095238095238
595,20,JESUS DEL MONTE,5260,2091.918267,19.36680997,-99.29378246,Cuajimalpa,CDMX,34,0,1303.4411764705883
596,21,MANZANASTITLA,5270,2125.980692,19.36618914,-99.29800326,Cuajimalpa,CDMX,28,0,899.25
597,22,ADOLFO LOPEZ MATEOS,5280,2183.41,19.36415936,-99.29526629,Cuajimalpa,CDMX,32,0,881.34375
598,23,EL YAQUI,5300,7774.541541,19.36194078,-99.28331865,Cuajimalpa,CDMX,127,10,1393.0551181102362
599,24,EL MOLINITO,5310,1620.71,19.36150486,-99.28707002,Cuajimalpa,CDMX,103,1,1117.7281553398059
600,25,MEMETLA,5310,1620.71,19.36053251,-99.28599902,Cuajimalpa,CDMX,110,11,1322.909090909091
601,26,LOMAS DE MEMETLA,5330,1797.596596,19.35652935,-99.28804074,Cuajimalpa,CDMX,79,1,1069.126582278481
602,27,CORREDOR SANTA FE,5348,12276.75292,19.36053143,-99.27258652,Cuajimalpa,CDMX,172,1,1712.9360465116279
603,28,EL TIANGUILLO,5400,890.9928195,19.32426332,-99.32299255,Cuajimalpa,CDMX,3,0,633.3333333333334
604,29,1o DE MAYO,5410,1479.518929,19.33814555,-99.32401561,Cuajimalpa,CDMX,0,0,
605,30,LAS LAJAS,5410,1098.5,19.3175804,-99.3335047,Cuajimalpa,CDMX,0,0,
606,31,SAN LORENZO ACOPILCO (PBLO),5410,1242.593383,19.33022864,-99.32614126,Cuajimalpa,CDMX,3,0,1000.0
607,32,TEXCALCO,5410,196.31,19.32866943,-99.33109569,Cuajimalpa,CDMX,3,0,1000.0
608,33,PORTAL DEL SOL,5500,8366.111319,19.34938895,-99.26814902,Cuajimalpa,CDMX,0,0,
609,34,LA VENTA,5520,626.7161111,19.33383148,-99.31010168,Cuajimalpa,CDMX,1,0,600.0
610,35,ABDIAS GARCIA SOTO,5530,1620.71,19.35222655,-99.29234157,Cuajimalpa,CDMX,71,0,1007.3098591549295
611,36,SAN MATEO TLALTENANGO (PBLO),5600,2328.250418,19.34374559,-99.27545871,Cuajimalpa,CDMX,0,0,
612,37,CRUZ BLANCA,5700,1034.499901,19.32105124,-99.32737122,Cuajimalpa,CDMX,3,0,633.3333333333334
613,38,LA PILA,5710,1002.972759,19.31826894,-99.33411936,Cuajimalpa,CDMX,0,0,
614,39,XALPA,5730,793.0218939,19.31455257,-99.33110437,Cuajimalpa,CDMX,0,0,
615,40,COLA DE PATO,5750,790.69,19.30590659,-99.33956453,Cuajimalpa,CDMX,2,0,703.5
616,41,AGUA BENDITA,5780,1078.542036,19.35623283,-99.30836298,Cuajimalpa,CDMX,3,0,1316.6666666666667
617,0,ROMA NORTE III,6500,7024.041469,19.41481706,-99.16028556,Cuauhtémoc,CDMX,1390,4,1563.81654676259
618,1,SAN RAFAEL II,6470,5431.791604,19.43840397,-99.16450353,Cuauhtémoc,CDMX,464,0,1142.4245689655172
619,2,GUERRERO III,6300,4347.390421,19.44266827,-99.14598608,Cuauhtémoc,CDMX,269,2,901.0334572490706
620,3,CENTRO III,6020,5409.102184,19.43726674,-99.12801597,Cuauhtémoc,CDMX,200,0,1304.62
621,4,DOCTORES II,6720,4774.098325,19.41983759,-99.15087846,Cuauhtémoc,CDMX,529,0,1230.1776937618147
622,5,TABACALERA,6030,8054.472579,19.43604033,-99.15364071,Cuauhtémoc,CDMX,563,2,1190.031971580817
623,6,ATLAMPA,6450,4047.926597,19.4580646,-99.15545556,Cuauhtémoc,CDMX,103,0,738.5631067961165
624,7,CENTRO II,6010,5370.512052,19.4397953,-99.12828031,Cuauhtémoc,CDMX,188,0,1254.0159574468084
625,8,CENTRO I,6000,5255.666457,19.44174293,-99.13152682,Cuauhtémoc,CDMX,244,0,1056.2254098360656
626,9,CENTRO IV,6000,7308.020553,19.43341577,-99.13713763,Cuauhtémoc,CDMX,689,3,1321.4499274310595
627,10,CENTRO V,6000,8564.346974,19.42751561,-99.13711908,Cuauhtémoc,CDMX,401,3,1357.0997506234414
628,11,CENTRO VII,6000,6309.28277,19.42988122,-99.12809134,Cuauhtémoc,CDMX,192,0,1243.5989583333333
629,12,MORELOS I,6000,3866.667324,19.44984279,-99.12983248,Cuauhtémoc,CDMX,61,0,930.5409836065573
630,13,OBRERA I,6000,4239.503041,19.41932771,-99.13959958,Cuauhtémoc,CDMX,133,0,896.7518796992481
631,14,OBRERA IV,6000,3956.408185,19.41039742,-99.13805405,Cuauhtémoc,CDMX,63,0,969.015873015873
632,15,GUERRERO IV,6010,4997.867755,19.4410683,-99.14187009,Cuauhtémoc,CDMX,414,0,1175.8212560386473
633,16,MORELOS II,6020,3818.45,19.44722814,-99.12656272,Cuauhtémoc,CDMX,26,0,1027.576923076923
634,17,SANTA MARIA LA RIBERA II,6030,4678.025079,19.44956766,-99.15832461,Cuauhtémoc,CDMX,207,0,935.3091787439613
635,18,SANTA MARIA INSURGENTES,6040,3915.68,19.46213004,-99.14753601,Cuauhtémoc,CDMX,116,0,322.7068965517241
636,19,CENTRO VI,6060,6738.990224,19.42483596,-99.13482034,Cuauhtémoc,CDMX,299,0,1391.438127090301
637,20,CENTRO VIII,6080,7461.260112,19.43066694,-99.14657003,Cuauhtémoc,CDMX,594,5,1367.7323232323233
638,21,PAULINO NAVARRO,6080,3888.605939,19.41186803,-99.1304246,Cuauhtémoc,CDMX,50,0,744.88
639,22,TRANSITO,6080,4923.840067,19.4194637,-99.13151476,Cuauhtémoc,CDMX,55,0,825.1454545454545
640,23,CONDESA,6140,4945.298461,19.4150294,-99.17655697,Cuauhtémoc,CDMX,1864,5,2062.893599785408
641,24,NONOALCO-TLATELOLCO (U HAB) II,6140,5084.39,19.45324762,-99.14187227,Cuauhtémoc,CDMX,125,0,499.368
642,25,HIPODROMO CONDESA,6170,4863.53384,19.40986558,-99.17883843,Cuauhtémoc,CDMX,1592,2,1879.379817839196
643,26,HIPODROMO I,6170,6681.815132,19.41226787,-99.16937918,Cuauhtémoc,CDMX,1970,6,2007.2416243654823
644,27,HIPODROMO II,6170,5397.929627,19.40681455,-99.1726369,Cuauhtémoc,CDMX,1763,6,1890.4724900737378
645,28,MORELOS III,6200,4217.695773,19.44535479,-99.13333801,Cuauhtémoc,CDMX,121,0,1035.4545454545455
646,29,PERALVILLO I,6200,3915.68,19.4626292,-99.13699515,Cuauhtémoc,CDMX,84,0,551.8095238095239
647,30,PERALVILLO II,6200,4031.864293,19.46097882,-99.13103984,Cuauhtémoc,CDMX,56,0,508.7857142857143
648,31,EX HIPODROMO DE PERALVILLO,6220,3517.642578,19.45691002,-99.13462862,Cuauhtémoc,CDMX,122,0,664.360655737705
649,32,VALLE GOMEZ,6240,3585.540372,19.45879687,-99.12495966,Cuauhtémoc,CDMX,37,0,574.7027027027027
650,33,FELIPE PESCADOR,6280,3340.272025,19.45511388,-99.12491436,Cuauhtémoc,CDMX,51,0,671.6470588235294
651,34,GUERRERO I,6300,4162.169243,19.44878428,-99.14377672,Cuauhtémoc,CDMX,142,1,664.3661971830986
652,35,GUERRERO II,6300,5569.632524,19.44701367,-99.13989303,Cuauhtémoc,CDMX,141,0,788.9432624113475
